StockCode,avgPrice,totalQty,totalSales,mainCountry,Description,firstPurchase,lastPurchase,frequency,uniqueCustomers,Recency,Monetary
21973,1.45,159,230.55,United Kingdom,SET OF 36 MUSHROOM PAPER DOILIES,2010-12-06 11:26:00,2011-11-28 11:18:00,30,25,11,230.55
21974,1.49,2036,2942.51,United Kingdom,SET OF 36 PAISLEY FLOWER DOILIES,2010-12-02 13:14:00,2011-12-07 14:43:00,229,177,1,2942.51
21975,0.56,12134,5934.68,United Kingdom,PACK OF 60 DINOSAUR CAKE CASES,2010-12-01 09:37:00,2011-12-08 12:43:00,566,287,1,5934.68
21976,0.55,4967,2513.13,United Kingdom,PACK OF 60 MUSHROOM CAKE CASES,2010-12-01 11:57:00,2011-12-08 13:50:00,289,181,0,2513.13
21977,0.55,24264,11629.7,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-01 09:37:00,2011-12-08 15:31:00,686,410,0,11629.7
21980,0.33,6523,2003.31,United Kingdom,PACK OF 12 RED RETROSPOT TISSUES ,2010-12-01 10:52:00,2011-12-08 18:15:00,252,192,0,2003.31
21981,0.34,5295,1512.93,United Kingdom,PACK OF 12 WOODLAND TISSUES ,2010-12-01 13:24:00,2011-12-07 13:53:00,195,143,1,1512.93
21982,0.34,7346,2083.58,United Kingdom,PACK OF 12 SUKI TISSUES ,2010-12-01 13:24:00,2011-12-08 18:15:00,271,182,0,2083.58
21983,0.35,2223,712.73,United Kingdom,PACK OF 12 BLUE PAISLEY TISSUES ,2010-12-01 13:24:00,2011-12-06 13:20:00,124,98,2,712.73
21984,0.35,3309,1003.95,United Kingdom,PACK OF 12 PINK PAISLEY TISSUES ,2010-12-01 13:24:00,2011-12-08 18:15:00,162,123,0,1003.95
21985,0.33,8569,2550.29,United Kingdom,PACK OF 12 HEARTS DESIGN TISSUES ,2010-12-01 12:23:00,2011-12-08 19:28:00,361,262,0,2550.29
21986,0.34,3985,1129.79,United Kingdom,PACK OF 12 PINK POLKADOT TISSUES,2010-12-01 11:57:00,2011-12-08 19:28:00,157,118,0,1129.79
21987,0.65,2050,1254.74,United Kingdom,PACK OF 6 SKULL PAPER CUPS,2010-12-02 12:47:00,2011-12-06 14:23:00,152,106,2,1254.74
21988,0.84,2194,1663.3,United Kingdom,PACK OF 6 SKULL PAPER PLATES,2010-12-02 12:47:00,2011-12-06 14:23:00,149,101,2,1663.3
21989,0.85,2068,1675.24,United Kingdom,PACK OF 20 SKULL PAPER NAPKINS,2010-12-02 12:47:00,2011-12-07 13:53:00,211,130,1,1675.24
21990,1.5,1219,1745.05,United Kingdom,MODERN FLORAL STATIONERY SET,2010-12-02 15:46:00,2011-12-09 11:34:00,186,127,0,1745.05
21991,1.51,471,675.53,United Kingdom,BOHEMIAN COLLAGE STATIONERY SET,2010-12-03 15:10:00,2011-12-07 13:53:00,103,80,1,675.53
21992,1.53,1163,1658.69,United Kingdom,VINTAGE PAISLEY STATIONERY SET,2010-12-01 12:23:00,2011-11-15 14:48:00,216,160,23,1658.69
21993,1.52,1366,1934.85,United Kingdom,FLORAL FOLK STATIONERY SET,2010-12-02 15:46:00,2011-12-08 13:50:00,212,151,0,1934.85
22021,1.65,350,577.5,United Kingdom,BLUE FELT EASTER EGG BASKET,2010-12-05 12:01:00,2011-03-21 11:24:00,66,60,263,577.5
22023,0.43,1143,481.29,United Kingdom,EMPIRE BIRTHDAY CARD,2010-12-02 10:39:00,2011-12-06 11:39:00,86,71,3,481.29
22024,0.43,2304,928.99,United Kingdom,RAINY LADIES BIRTHDAY CARD,2010-12-01 12:35:00,2011-12-06 16:34:00,131,90,2,928.99
22025,0.42,1776,707.04,United Kingdom,RING OF ROSES BIRTHDAY CARD,2010-12-01 16:21:00,2011-12-06 11:39:00,89,73,3,707.04
22026,0.42,1572,647.28,United Kingdom,BANQUET BIRTHDAY  CARD  ,2010-12-07 14:41:00,2011-12-05 09:03:00,101,71,4,647.28
22027,0.42,4165,1702.79,United Kingdom,TEA PARTY BIRTHDAY CARD,2010-12-02 10:39:00,2011-12-08 15:09:00,265,180,0,1702.79
22028,0.43,2915,1203.49,United Kingdom,PENNY FARTHING BIRTHDAY CARD,2010-12-02 10:39:00,2011-12-08 15:09:00,187,124,0,1203.49
22029,0.42,7858,3130.22,United Kingdom,SPACEBOY BIRTHDAY CARD,2010-12-02 09:44:00,2011-12-08 13:27:00,397,234,0,3130.22
22030,0.42,5361,2130.63,United Kingdom,SWALLOWS GREETING CARD,2010-12-01 16:52:00,2011-12-08 19:57:00,245,179,0,2130.63
22031,0.47,363,158.61,United Kingdom,BOTANICAL LAVENDER BIRTHDAY CARD,2010-12-02 16:12:00,2011-12-08 13:27:00,32,28,0,158.61
22032,0.42,361,151.62,United Kingdom,BOTANICAL LILY GREETING CARD,2010-12-15 13:24:00,2011-11-25 10:20:00,31,28,14,151.62
22033,0.42,336,141.12,United Kingdom,BOTANICAL ROSE GREETING CARD,2010-12-15 13:24:00,2011-07-21 13:48:00,21,20,140,141.12
22034,0.42,3,1.26,United Kingdom,ROBIN CHRISTMAS CARD,2010-12-05 13:03:00,2010-12-05 13:03:00,1,1,368,1.26
22035,0.43,1406,574.06,United Kingdom,VINTAGE CARAVAN GREETING CARD ,2010-12-03 12:24:00,2011-10-17 13:31:00,88,65,52,574.06
22037,0.42,3795,1573.12,United Kingdom,ROBOT BIRTHDAY CARD,2010-12-02 09:44:00,2011-12-08 15:09:00,262,173,0,1573.12
22038,0.42,475,199.5,United Kingdom,BOTANICAL LAVENDER GIFT WRAP ,2011-02-02 14:37:00,2011-12-06 12:15:00,19,19,3,199.5
22039,0.42,250,105.0,United Kingdom,BOTANICAL LILY GIFT WRAP,2011-04-10 15:15:00,2011-10-25 13:46:00,7,6,44,105.0
22040,0.42,725,304.5,United Kingdom,BOTANICAL ROSE GIFT WRAP,2010-12-16 10:30:00,2011-11-17 10:01:00,28,27,22,304.5
22041,2.49,3812,8450.82,United Kingdom,"RECORD FRAME 7"" SINGLE SIZE ",2010-12-01 12:27:00,2011-12-08 12:07:00,199,73,1,8450.82
22042,0.42,372,156.24,United Kingdom,CHRISTMAS CARD SINGING ANGEL,2010-12-02 16:59:00,2011-12-06 11:33:00,26,24,3,156.24
22043,0.24,1188,283.32,United Kingdom,CHRISTMAS CARD SCREEN PRINT ,2010-12-02 16:59:00,2011-12-02 13:35:00,43,40,6,283.32
22044,0.26,816,196.44,United Kingdom,CHRISTMAS CARD STACK OF PRESENTS,2010-12-02 09:44:00,2011-11-07 12:29:00,36,35,32,196.44
22045,0.42,6502,2662.84,United Kingdom,SPACEBOY GIFT WRAP,2010-12-02 13:32:00,2011-12-08 12:29:00,207,148,1,2662.84
22046,0.42,2250,929.0,United Kingdom,TEA PARTY  WRAPPING PAPER ,2010-12-23 12:58:00,2011-12-08 10:24:00,75,62,1,929.0
22047,0.42,3400,1384.0,United Kingdom,EMPIRE GIFT WRAP,2010-12-13 13:32:00,2011-12-05 17:09:00,107,93,3,1384.0
22048,0.42,975,393.5,United Kingdom,BIRTHDAY BANQUET GIFT WRAP,2010-12-08 10:38:00,2011-12-05 15:51:00,32,32,3,393.5
22049,0.26,1025,275.25,United Kingdom,WRAP CHRISTMAS SCREEN PRINT,2010-12-01 13:23:00,2011-10-20 10:34:00,32,26,50,275.25
22050,0.42,1225,498.5,United Kingdom,PINK PAISLEY ROSE GIFT WRAP,2010-12-06 15:00:00,2011-12-05 15:51:00,40,37,3,498.5
22051,0.42,1000,420.0,United Kingdom,BLUE SCANDINAVIAN PAISLEY WRAP,2010-12-08 10:45:00,2011-11-24 17:06:00,40,36,14,420.0
22052,0.42,571,239.82,United Kingdom,VINTAGE CARAVAN GIFT WRAP,2010-12-06 08:34:00,2011-07-11 14:10:00,23,22,150,239.82
22053,1.23,4236,3596.42,United Kingdom,EMPIRE DESIGN ROSETTE,2010-12-10 10:21:00,2011-11-08 12:58:00,26,23,30,3596.42
22055,1.45,1253,1665.08,United Kingdom,MINI CAKE STAND  HANGING STRAWBERY,2010-12-10 12:50:00,2011-12-08 15:44:00,149,102,0,1665.08
22057,1.25,578,648.18,United Kingdom,CERAMIC PLATE STRAWBERRY DESIGN,2010-12-08 10:40:00,2011-12-08 15:54:00,56,46,0,648.18
22059,1.3,1749,1973.17,United Kingdom,CERAMIC STRAWBERRY DESIGN MUG,2010-12-01 12:12:00,2011-12-09 11:20:00,153,85,0,1973.17
22060,5.21,233,1118.95,United Kingdom,LARGE CAKE STAND HANGING HEARTS,2010-12-02 18:08:00,2011-05-23 14:11:00,37,31,199,1118.95
22061,9.0,565,3864.63,United Kingdom,LARGE CAKE STAND  HANGING STRAWBERY,2010-12-02 18:08:00,2011-12-09 12:49:00,130,86,0,3864.63
22062,1.12,595,603.89,United Kingdom,CERAMIC BOWL WITH LOVE HEART DESIGN,2010-12-16 10:28:00,2011-10-14 11:08:00,62,44,56,603.89
22063,2.72,544,1127.2,United Kingdom,CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-12-08 13:11:00,2011-12-08 10:39:00,89,56,1,1127.2
22064,1.64,1608,2142.6,United Kingdom,PINK DOUGHNUT TRINKET POT ,2010-12-01 10:52:00,2011-12-08 15:51:00,173,85,0,2142.6
22065,0.61,6452,2892.02,United Kingdom,CHRISTMAS PUDDING TRINKET POT ,2010-12-01 15:37:00,2011-12-07 12:55:00,180,132,1,2892.02
22066,0.61,2248,1035.38,United Kingdom,LOVE HEART TRINKET POT,2010-12-20 14:59:00,2011-12-06 16:21:00,140,99,2,1035.38
22067,1.52,389,569.13,United Kingdom,CHOC TRUFFLE GOLD TRINKET POT ,2010-12-03 09:31:00,2011-12-08 19:24:00,51,32,0,569.13
22068,1.41,437,509.37,United Kingdom,BLACK PIRATE TREASURE CHEST,2010-12-01 11:21:00,2011-12-09 11:34:00,85,56,0,509.37
22069,1.42,220,240.78,United Kingdom,BROWN  PIRATE TREASURE CHEST ,2010-12-05 15:06:00,2011-12-09 11:20:00,39,26,0,240.78
22070,3.89,874,2034.43,United Kingdom,SMALL RED RETROSPOT MUG IN BOX ,2010-12-02 11:41:00,2011-12-08 14:38:00,86,62,0,2034.43
22071,3.63,711,1298.79,United Kingdom,SMALL WHITE RETROSPOT MUG IN BOX ,2010-12-02 11:41:00,2011-12-08 14:38:00,75,64,0,1298.79
22072,3.45,813,2539.19,United Kingdom,RED RETROSPOT TEA CUP AND SAUCER ,2010-12-03 12:29:00,2011-12-09 09:07:00,148,90,0,2539.19
22073,3.71,300,1074.6,United Kingdom,RED RETROSPOT STORAGE JAR,2010-12-06 09:52:00,2011-05-04 13:17:00,49,38,218,1074.6
22074,1.22,1001,774.59,United Kingdom,6 RIBBONS SHIMMERING PINKS ,2010-12-01 11:45:00,2011-12-09 12:09:00,77,61,0,774.59
22075,1.52,1565,2019.23,United Kingdom,6 RIBBONS ELEGANT CHRISTMAS ,2010-12-01 11:45:00,2011-12-09 12:20:00,125,96,0,2019.23
22076,1.43,1035,1304.37,United Kingdom,6 RIBBONS EMPIRE  ,2010-12-03 11:35:00,2011-12-09 10:20:00,114,96,0,1304.37
22077,1.78,8605,14988.59,United Kingdom,6 RIBBONS RUSTIC CHARM,2010-12-01 11:49:00,2011-12-09 12:09:00,751,413,0,14988.59
22078,2.09,1300,2610.0,United Kingdom,RIBBON REEL LACE DESIGN ,2010-12-03 10:33:00,2011-12-09 08:59:00,152,105,0,2610.0
22079,1.7,1715,2831.99,United Kingdom,RIBBON REEL HEARTS DESIGN ,2010-12-05 11:02:00,2011-12-07 14:12:00,233,190,1,2831.99
22080,1.65,1182,1902.3,United Kingdom,RIBBON REEL POLKADOTS ,2010-12-03 13:59:00,2011-12-09 12:16:00,131,116,0,1902.3
22081,1.74,595,994.87,United Kingdom,RIBBON REEL FLORA + FAUNA ,2010-12-01 16:57:00,2011-12-09 12:16:00,91,74,0,994.87
22082,1.68,2558,4208.78,United Kingdom,RIBBON REEL STRIPES DESIGN ,2010-12-01 12:23:00,2011-12-07 14:12:00,352,250,1,4208.78
22083,2.95,4307,12043.21,United Kingdom,PAPER CHAIN KIT RETROSPOT,2010-12-01 09:41:00,2011-12-09 12:19:00,448,294,0,12043.21
22084,2.91,4893,13435.15,United Kingdom,PAPER CHAIN KIT EMPIRE,2010-12-02 14:47:00,2011-12-08 15:01:00,383,277,0,13435.15
22085,2.93,507,1415.65,United Kingdom,PAPER CHAIN KIT SKULLS ,2010-12-06 14:05:00,2011-12-07 13:53:00,74,62,1,1415.65
22086,2.94,15617,42660.83,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,2010-12-01 09:00:00,2011-12-09 12:19:00,1019,613,0,42660.83
22087,2.88,3779,10264.05,United Kingdom,PAPER BUNTING WHITE LACE,2010-12-01 12:31:00,2011-12-09 10:51:00,265,155,0,10264.05
22088,2.91,1698,4683.1,United Kingdom,PAPER BUNTING COLOURED LACE,2010-12-01 13:54:00,2011-07-06 10:41:00,171,115,156,4683.1
22089,2.92,1214,3398.5,United Kingdom,PAPER BUNTING VINTAGE PAISLEY,2010-12-02 16:59:00,2011-12-05 09:03:00,184,142,4,3398.5
22090,2.9,6903,18791.89,United Kingdom,PAPER BUNTING RETROSPOT,2010-12-02 11:41:00,2011-12-08 10:24:00,574,325,1,18791.89
22091,0.55,1945,922.79,United Kingdom,EMPIRE TISSUE BOX,2010-12-05 13:42:00,2011-12-08 13:50:00,135,97,0,922.79
22092,0.5,668,312.34,United Kingdom,BLUE PAISLEY TISSUE BOX,2010-12-01 12:43:00,2011-12-08 12:07:00,90,75,1,312.34
22093,0.52,1828,806.76,United Kingdom,MOTORING TISSUE BOX,2010-12-05 13:42:00,2011-12-06 16:21:00,160,114,2,806.76
22094,0.57,2087,933.24,United Kingdom,RED RETROSPOT TISSUE BOX,2010-12-01 13:24:00,2011-12-08 14:39:00,154,117,0,933.24
22095,0.65,1578,1432.04,United Kingdom,LADS ONLY TISSUE BOX,2010-12-01 13:24:00,2011-12-09 11:34:00,114,72,0,1432.04
22096,0.52,1364,564.48,United Kingdom,PINK PAISLEY SQUARE TISSUE BOX ,2010-12-01 12:43:00,2011-12-08 14:39:00,118,89,0,564.48
22097,0.53,1591,692.73,United Kingdom,SWALLOW SQUARE TISSUE BOX,2010-12-01 13:21:00,2011-12-08 13:50:00,152,103,0,692.73
22098,0.67,1957,911.72,United Kingdom,BOUDOIR SQUARE TISSUE BOX,2010-12-01 11:21:00,2011-12-08 14:39:00,151,98,0,911.72
22099,0.61,1405,707.63,United Kingdom,CARAVAN SQUARE TISSUE BOX,2010-12-01 12:43:00,2011-12-08 13:50:00,133,96,0,707.63
22100,0.65,729,305.81,United Kingdom,SKULLS SQUARE TISSUE BOX,2010-12-01 11:21:00,2011-12-06 09:31:00,40,34,3,305.81
22101,1.94,837,631.62,United Kingdom,MIRROR MOSAIC VOTIVE HOLDER,2010-12-07 13:45:00,2011-12-06 17:23:00,24,21,2,631.62
22102,1.51,1533,715.05,United Kingdom,MIRROR MOSAIC T-LIGHT HOLDER ,2010-12-10 15:56:00,2011-11-28 14:44:00,18,13,10,715.05
22103,1.48,1165,714.09,United Kingdom,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011-01-12 13:30:00,2011-10-24 10:36:00,17,12,46,714.09
22104,1.36,151,120.07,United Kingdom,MIRROR MOSAIC CANDLE PLATE,2011-04-04 13:57:00,2011-11-29 17:52:00,12,9,9,120.07
22105,3.59,506,566.5,United Kingdom,MIRROR MOSAIC GOBLET CANDLE HOLDER,2010-12-10 15:56:00,2011-10-24 10:36:00,10,9,46,566.5
22106,5.57,286,584.9,United Kingdom,MIRROR MOSAIC HURRICANE LAMP ,2011-04-06 12:49:00,2011-12-01 13:47:00,12,9,7,584.9
22107,3.53,293,967.48,United Kingdom,PIZZA PLATE IN BOX,2010-12-01 12:43:00,2011-12-07 14:12:00,74,44,1,967.48
22108,2.86,101,246.53,United Kingdom,PING! MICROWAVE PLATE,2010-12-15 14:45:00,2011-12-08 20:01:00,28,16,0,246.53
22109,3.84,1383,4993.05,United Kingdom,FULL ENGLISH BREAKFAST PLATE,2010-12-01 11:45:00,2011-12-08 17:37:00,163,100,0,4993.05
22110,2.58,618,1564.61,United Kingdom,BIRD HOUSE HOT WATER BOTTLE,2010-12-01 11:21:00,2011-12-08 14:38:00,163,116,0,1564.61
22111,4.9,4259,20104.35,United Kingdom,SCOTTIE DOG HOT WATER BOTTLE,2010-12-01 10:52:00,2011-12-09 11:26:00,671,425,0,20104.35
22112,4.87,5160,23624.24,United Kingdom,CHOCOLATE HOT WATER BOTTLE,2010-12-01 10:52:00,2011-12-09 11:26:00,714,382,0,23624.24
22113,4.03,3156,12191.15,United Kingdom,GREY HEART HOT WATER BOTTLE,2010-12-01 12:03:00,2011-12-09 12:31:00,540,337,0,12191.15
22114,4.21,3736,15415.22,United Kingdom,HOT WATER BOTTLE TEA AND SYMPATHY,2010-12-01 09:32:00,2011-12-09 08:48:00,520,325,0,15415.22
22115,1.5,1495,1706.81,United Kingdom,METAL SIGN EMPIRE TEA,2010-12-01 12:03:00,2011-12-08 15:31:00,185,152,0,1706.81
22116,1.22,505,493.39,United Kingdom,METAL SIGN HIS DINNER IS SERVED,2010-12-03 13:43:00,2011-12-08 15:31:00,90,65,0,493.39
22117,2.79,1290,3802.5,United Kingdom,METAL SIGN HER DINNER IS SERVED ,2010-12-01 11:21:00,2011-12-06 17:23:00,72,58,2,3802.5
22118,4.24,219,748.83,United Kingdom,JOY WOODEN BLOCK LETTERS,2010-12-01 13:38:00,2011-12-09 08:39:00,80,67,0,748.83
22119,6.16,348,1731.36,United Kingdom,PEACE WOODEN BLOCK LETTERS,2010-12-01 13:38:00,2011-12-09 08:39:00,110,82,0,1731.36
22120,9.87,505,4856.52,United Kingdom,WELCOME  WOODEN BLOCK LETTERS,2010-12-01 13:21:00,2011-12-04 11:56:00,170,121,5,4856.52
22121,6.06,333,1930.89,United Kingdom,NOEL WOODEN BLOCK LETTERS ,2010-12-01 13:38:00,2011-12-08 19:28:00,116,94,0,1930.89
22123,2.14,443,794.39,United Kingdom,PING MICROWAVE APRON,2010-12-05 12:29:00,2011-12-09 09:07:00,74,59,0,794.39
22124,2.32,79,130.37,United Kingdom,SET OF 2 TEA TOWELS PING MICROWAVE,2011-06-28 12:16:00,2011-12-08 13:50:00,24,14,0,130.37
22125,5.95,4,23.8,United Kingdom,UNION JACK HOT WATER BOTTLE ,2011-11-23 13:53:00,2011-11-23 13:53:00,1,1,15,23.8
22127,1.24,402,479.7,United Kingdom,PARTY CONES CARNIVAL ASSORTED,2010-12-01 10:29:00,2011-03-23 12:24:00,21,20,261,479.7
22128,1.24,1729,2042.69,United Kingdom,PARTY CONES CANDY ASSORTED,2010-12-01 10:29:00,2011-11-18 12:07:00,72,62,21,2042.69
22129,0.97,992,790.56,United Kingdom,PARTY CONES CANDY TREE DECORATION,2010-12-05 13:42:00,2011-12-05 17:17:00,37,33,3,790.56
22130,0.85,1505,1260.53,United Kingdom,PARTY CONE CHRISTMAS DECORATION ,2010-12-01 11:57:00,2011-12-08 19:57:00,91,78,0,1260.53
22131,2.04,1890,3370.42,United Kingdom,FOOD CONTAINER SET 3 LOVE HEART ,2010-12-02 11:41:00,2011-12-06 17:23:00,190,115,2,3370.42
22132,0.86,935,772.91,United Kingdom,RED LOVE HEART SHAPE CUP,2010-12-03 12:24:00,2011-12-08 13:50:00,83,60,0,772.91
22133,0.87,702,585.78,United Kingdom,PINK LOVE HEART SHAPE CUP,2010-12-03 12:24:00,2011-12-06 14:23:00,60,41,2,585.78
22134,0.46,637,255.18,United Kingdom,LADLE LOVE HEART RED ,2010-12-05 15:47:00,2011-12-06 09:31:00,57,29,3,255.18
22135,0.46,262,114.96,United Kingdom,LADLE LOVE HEART PINK,2010-12-01 16:57:00,2011-12-06 14:23:00,49,22,2,114.96
22136,1.65,334,531.9,United Kingdom,LOVE HEART SOCK HANGER,2010-12-01 16:57:00,2011-10-31 13:05:00,53,37,38,531.9
22137,2.91,68,191.0,United Kingdom,BATHROOM SET LOVE HEART DESIGN,2010-12-03 14:18:00,2011-08-11 11:45:00,11,9,120,191.0
22138,4.99,4797,23007.55,United Kingdom,BAKING SET 9 PIECE RETROSPOT ,2010-12-21 14:26:00,2011-12-09 12:50:00,867,581,0,23007.55
22139,5.0,4248,20470.78,United Kingdom,RETROSPOT TEA SET CERAMIC 11 PC ,2010-12-01 09:41:00,2011-12-09 11:59:00,833,488,0,20470.78
22141,2.15,2448,5025.58,United Kingdom,CHRISTMAS CRAFT TREE TOP ANGEL,2010-12-01 11:49:00,2011-12-09 11:59:00,360,256,0,5025.58
22142,1.5,3073,4339.29,United Kingdom,CHRISTMAS CRAFT WHITE FAIRY ,2010-12-01 12:15:00,2011-12-08 19:29:00,333,259,0,4339.29
22144,2.15,3468,7128.1,United Kingdom,CHRISTMAS CRAFT LITTLE FRIENDS,2010-12-01 11:49:00,2011-12-09 12:20:00,437,319,0,7128.1
22145,2.1,30,63.0,Lithuania,CHRISTMAS CRAFT HEART STOCKING ,2010-12-08 14:43:00,2010-12-08 14:43:00,1,1,365,63.0
22146,1.95,1,1.95,United Kingdom,EASTER CRAFT IVY WREATH WITH CHICK,2011-01-25 13:15:00,2011-01-25 13:15:00,1,1,317,1.95
22147,1.46,6127,8314.55,United Kingdom,FELTCRAFT BUTTERFLY HEARTS,2010-12-01 11:57:00,2011-12-01 11:18:00,453,287,8,8314.55
22148,1.94,1819,3367.05,United Kingdom,EASTER CRAFT 4 CHICKS ,2011-01-04 15:40:00,2011-12-04 11:50:00,165,148,5,3367.05
22149,2.1,5890,11566.39,United Kingdom,FELTCRAFT 6 FLOWER FRIENDS,2010-12-01 11:57:00,2011-11-10 18:46:00,473,337,28,11566.39
22150,1.96,2923,5478.05,United Kingdom,3 STRIPEY MICE FELTCRAFT,2010-12-01 10:29:00,2011-12-08 14:14:00,413,288,0,5478.05
22151,0.43,14877,5922.27,United Kingdom,PLACE SETTING WHITE HEART,2010-12-01 12:43:00,2011-12-09 10:10:00,297,174,0,5922.27
22152,0.43,2351,967.55,United Kingdom,PLACE SETTING WHITE STAR,2010-12-01 12:15:00,2011-12-05 12:16:00,98,70,4,967.55
22153,0.42,2459,1012.62,United Kingdom,ANGEL DECORATION STARS ON DRESS,2010-12-01 11:45:00,2011-12-09 10:51:00,93,61,0,1012.62
22154,0.42,3532,1457.52,United Kingdom,ANGEL DECORATION 3 BUTTONS ,2010-12-03 11:35:00,2011-12-06 14:23:00,118,87,2,1457.52
22155,0.42,2203,925.26,United Kingdom,STAR DECORATION RUSTIC,2010-12-03 09:31:00,2011-12-09 10:51:00,94,67,0,925.26
22156,0.87,1875,1588.16,United Kingdom,HEART DECORATION WITH PEARLS ,2010-12-05 10:54:00,2011-12-06 15:10:00,159,106,2,1588.16
22157,0.85,212,180.2,United Kingdom,ANGEL DECORATION WITH LACE PADDED,2010-12-05 16:24:00,2011-08-31 14:28:00,11,11,99,180.2
22158,2.98,2895,8161.21,United Kingdom,3 HEARTS HANGING DECORATION RUSTIC,2010-12-03 10:43:00,2011-12-07 14:34:00,270,196,1,8161.21
22161,0.23,4143,857.33,United Kingdom,HEART DECORATION RUSTIC HANGING ,2010-12-03 09:31:00,2011-12-06 14:23:00,175,118,2,857.33
22162,2.85,108,312.7,United Kingdom,HEART GARLAND RUSTIC PADDED,2010-12-02 19:18:00,2011-11-22 16:06:00,29,21,16,312.7
22163,1.38,626,580.94,United Kingdom,HEART STRING MEMO HOLDER HANGING,2010-12-08 14:43:00,2011-12-08 12:57:00,51,41,0,580.94
22164,2.95,71,209.45,United Kingdom,STRING OF STARS CARD HOLDER,2010-12-01 13:20:00,2011-11-28 12:14:00,12,11,11,209.45
22165,10.33,267,1490.65,United Kingdom,"DIAMANTE HEART SHAPED WALL MIRROR, ",2011-01-19 16:08:00,2011-12-09 10:46:00,38,27,0,1490.65
22166,7.64,122,489.9,United Kingdom,WALL MIRROR RECTANGLE DIAMANTE PINK,2010-12-08 14:38:00,2011-12-06 13:29:00,16,13,2,489.9
22167,9.68,122,1059.95,United Kingdom, OVAL WALL MIRROR DIAMANTE ,2010-12-08 12:06:00,2011-12-08 20:01:00,60,41,0,1059.95
22168,8.38,140,1171.3,United Kingdom,ORGANISER WOOD ANTIQUE WHITE ,2010-12-01 09:56:00,2011-04-12 11:58:00,76,69,241,1171.3
22169,8.39,1075,8416.64,United Kingdom,FAMILY ALBUM WHITE PICTURE FRAME,2010-12-02 13:39:00,2011-12-08 15:54:00,287,165,0,8416.64
22170,6.75,1023,6378.15,United Kingdom,PICTURE FRAME WOOD TRIPLE PORTRAIT,2010-12-02 11:21:00,2011-12-09 08:59:00,225,142,0,6378.15
22171,8.36,1723,12294.38,United Kingdom,3 HOOK PHOTO SHELF ANTIQUE WHITE,2010-12-01 14:03:00,2011-12-09 11:26:00,308,172,0,12294.38
22173,3.07,2151,6273.29,United Kingdom,METAL 4 HOOK HANGER FRENCH CHATEAU,2010-12-01 12:58:00,2011-12-07 16:56:00,342,210,1,6273.29
22174,1.73,2688,4032.56,United Kingdom,PHOTO CUBE,2010-12-01 10:19:00,2011-12-07 10:11:00,178,104,2,4032.56
22175,2.94,841,2384.95,United Kingdom,PINK OWL SOFT TOY,2010-12-05 12:43:00,2011-12-09 11:59:00,141,84,0,2384.95
22176,2.95,489,1423.35,United Kingdom,BLUE OWL SOFT TOY,2010-12-01 09:41:00,2011-10-31 11:10:00,101,62,39,1423.35
22178,1.43,22433,28776.51,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,2010-12-01 11:41:00,2011-12-09 12:31:00,825,403,0,28776.51
22179,6.73,796,5110.74,United Kingdom,SET 10 LIGHTS NIGHT OWL,2010-12-01 11:49:00,2011-12-09 09:45:00,182,98,0,5110.74
22180,9.92,303,2962.65,United Kingdom,RETROSPOT LAMP,2010-12-01 10:37:00,2011-10-26 10:11:00,132,92,44,2962.65
22181,0.85,577,477.97,United Kingdom,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,2010-12-02 15:46:00,2011-11-29 14:20:00,46,40,9,477.97
22182,4.46,206,723.7,United Kingdom,CAKE STAND VICTORIAN FILIGREE SMALL,2011-01-06 16:41:00,2011-12-09 09:46:00,38,30,0,723.7
22183,6.44,74,466.95,United Kingdom,CAKE STAND VICTORIAN FILIGREE MED,2010-12-01 11:45:00,2011-11-13 12:19:00,17,16,26,466.95
22184,8.5,8,68.0,Spain,CAKE STAND VICTORIAN FILIGREE LARGE,2010-12-13 10:31:00,2011-01-27 11:05:00,4,3,316,68.0
22185,1.59,1428,2029.7,United Kingdom,SLATE TILE NATURAL HANGING,2010-12-01 13:21:00,2011-12-09 11:26:00,130,111,0,2029.7
22186,2.32,801,1723.79,United Kingdom,RED STAR CARD HOLDER,2010-12-01 11:57:00,2011-12-06 15:12:00,119,111,2,1723.79
22187,2.56,1183,2562.27,United Kingdom,GREEN CHRISTMAS TREE CARD HOLDER,2010-12-01 13:20:00,2011-12-07 14:34:00,147,123,1,2562.27
22188,3.8,4844,12261.9,United Kingdom,BLACK HEART CARD HOLDER,2010-12-01 10:47:00,2011-12-08 18:43:00,167,123,0,12261.9
22189,3.88,8195,22715.57,United Kingdom,CREAM HEART CARD HOLDER,2010-12-01 09:53:00,2011-12-08 18:43:00,459,274,0,22715.57
22190,1.82,566,785.13,United Kingdom,LOCAL CAFE MUG,2010-12-02 13:49:00,2011-12-09 10:20:00,52,38,0,785.13
22191,8.46,1426,11587.2,United Kingdom,IVORY DINER WALL CLOCK,2010-12-01 10:03:00,2011-12-08 18:03:00,401,239,0,11587.2
